order_id,order_date,company_id,company_name,sku,region,forecast_qty,actual_qty,absolute_error,mape_pct,carrier,warehouse,promised_date,delivered_date,delay_days,on_time_delivery,expedited,unit_price,revenue,expedited_cost,route_id,warehouse_id,inventory_before,safety_stock,stockout_flag,upload_batch_date
200463,2025-08-30,1014,Precision Plastics West,SKU0061,Central MI,146,139,7,5.04%,North Fork Logistics,Downtown Storage Co.,2025-09-13,2025-09-15,2,No,No,12.75,1772.25,0.0,R486,W03,435,161,0,2025-09-02
200464,2024-09-27,1005,Riverbend Metals,SKU0036,Northern MI,317,270,47,17.41%,Mitten Last-Mile,Lakeside Warehousing,2024-10-10,2024-10-10,0,Yes,No,20.4,5508.0,0.0,R662,W01,591,64,0,2024-10-11
200465,2025-09-08,1014,Precision Plastics West,SKU0065,SE MI,447,389,58,14.91%,Mitten Last-Mile,Mid-MI Crossdock,2025-09-16,2025-09-17,1,No,No,13.01,5060.89,0.0,R117,W02,234,130,1,2025-09-11
200466,2025-02-27,1004,TriCounty Components,SKU0026,Central MI,308,256,52,20.31%,North Fork Logistics,Lakeside Warehousing,2025-03-06,2025-03-13,7,No,Yes,10.96,2805.76,183.62,R362,W01,236,54,0,2025-03-13
200467,2025-09-10,1005,Riverbend Metals,SKU0032,SE MI,317,214,103,48.13%,QuickRoute Carriers,Downtown Storage Co.,2025-09-21,2025-09-22,1,No,Yes,14.06,3008.84,562.55,R802,W03,100,51,1,2025-09-13
200468,2025-08-26,1014,Precision Plastics West,SKU0065,Northern MI,166,219,53,24.2%,North Fork Logistics,Downtown Storage Co.,2025-09-05,2025-09-07,2,No,No,13.9,3044.1,0.0,R121,W03,436,22,0,2025-08-27
200469,2024-07-02,1001,Delta Plastics,SKU0001,SE MI,55,55,0,0.0%,QuickRoute Carriers,Downtown Storage Co.,2024-07-05,2024-07-05,0,Yes,No,21.12,1161.6,0.0,R872,W03,241,50,0,2024-07-16
200470,2024-08-05,1002,Midland Moldings,SKU0012,West MI,338,299,39,13.04%,Superior Haulage,Lakeside Warehousing,2024-08-11,2024-08-12,1,No,Yes,16.53,4942.47,288.3,R453,W01,123,177,0,2024-08-06
200471,2025-05-03,1005,Riverbend Metals,SKU0034,West MI,247,240,7,2.92%,North Fork Logistics,Downtown Storage Co.,2025-05-10,2025-05-10,0,Yes,No,15.47,3712.8,0.0,R189,W03,531,26,0,2025-05-17
200472,2025-09-11,1002,Midland Moldings,SKU0012,West MI,187,177,10,5.65%,Mitten Last-Mile,Lakeside Warehousing,2025-09-20,2025-09-20,0,Yes,No,12.4,2194.8,0.0,R893,W01,381,156,0,2025-09-12
200473,2024-09-02,1003,Great Lakes Fasteners,SKU0019,Central MI,296,278,18,6.47%,Mitten Last-Mile,Lakeside Warehousing,2024-09-14,2024-09-16,2,No,No,9.97,2771.66,0.0,R219,W01,381,149,0,2024-09-09
200474,2025-09-04,1013,PolyTech Midwest,SKU0052,SE MI,380,336,44,13.1%,Mitten Last-Mile,Mid-MI Crossdock,2025-09-11,2025-09-11,0,Yes,No,13.51,4539.36,0.0,R639,W02,137,157,1,2025-09-18
200475,2024-02-05,1001,Delta Plastics,SKU0006,Central MI,72,70,2,2.86%,QuickRoute Carriers,Lakeside Warehousing,2024-02-19,2024-02-19,0,Yes,No,14.0,980.0,0.0,R740,W01,200,173,0,2024-02-06
200476,2025-06-05,1013,PolyTech Midwest,SKU0051,Central MI,264,224,40,17.86%,North Fork Logistics,Downtown Storage Co.,2025-06-13,2025-06-14,1,No,No,9.12,2042.88,0.0,R381,W03,416,173,0,2025-06-06
200477,2025-07-20,1001,Delta Plastics,SKU0003,West MI,337,323,14,4.33%,Mitten Last-Mile,Mid-MI Crossdock,2025-08-01,2025-08-03,2,No,Yes,20.08,6485.84,133.3956,R543,W02,510,63,0,2025-07-23
200478,2025-05-18,1005,Riverbend Metals,SKU0039,Central MI,48,57,9,15.79%,Superior Haulage,Downtown Storage Co.,2025-05-26,2025-05-26,0,Yes,No,18.22,1038.54,0.0,R774,W03,10,66,0,2025-05-19
200479,2023-08-07,1005,Riverbend Metals,SKU0039,Central MI,167,190,23,12.11%,Mitten Last-Mile,Downtown Storage Co.,2023-08-19,2023-08-19,0,Yes,No,16.67,3167.3,0.0,R697,W03,143,107,0,2023-08-10
200480,2025-05-14,1004,TriCounty Components,SKU0030,SE MI,481,354,127,35.88%,Mitten Last-Mile,Mid-MI Crossdock,2025-05-21,2025-05-21,0,Yes,No,17.13,6064.02,0.0,R595,W02,272,135,0,2025-05-21
200481,2024-03-27,1002,Midland Moldings,SKU0011,Central MI,164,244,80,32.79%,QuickRoute Carriers,Lakeside Warehousing,2024-03-31,2024-03-31,0,Yes,No,12.23,2984.12,0.0,R185,W01,254,52,0,2024-04-10
200482,2024-12-17,1003,Great Lakes Fasteners,SKU0020,SE MI,450,317,133,41.96%,Mitten Last-Mile,Downtown Storage Co.,2024-12-27,2024-12-27,0,Yes,No,18.47,5854.99,0.0,R535,W03,133,174,1,2024-12-18
200483,2023-12-16,1013,PolyTech Midwest,SKU0050,Central MI,45,45,0,0.0%,QuickRoute Carriers,Downtown Storage Co.,2023-12-21,2023-12-21,0,Yes,No,16.59,746.55,0.0,R126,W03,87,152,0,2023-12-17
200484,2025-08-18,1012,AutoSeal Gaskets,SKU0042,SE MI,377,279,98,35.13%,QuickRoute Carriers,Lakeside Warehousing,2025-08-31,2025-08-31,0,Yes,No,15.18,4235.22,0.0,R557,W01,488,173,0,2025-09-01
200485,2024-12-16,1014,Precision Plastics West,SKU0064,Central MI,55,68,13,19.12%,Mitten Last-Mile,Lakeside Warehousing,2024-12-20,2024-12-20,0,Yes,No,20.23,1375.64,0.0,R459,W01,250,110,0,2024-12-30
200486,2025-09-08,1003,Great Lakes Fasteners,SKU0020,Central MI,50,54,4,7.41%,North Fork Logistics,Downtown Storage Co.,2025-09-13,2025-09-15,2,No,Yes,18.57,1002.78,445.23,R917,W03,106,122,0,2025-09-15
200487,2025-09-04,1005,Riverbend Metals,SKU0037,Central MI,288,294,6,2.04%,Mitten Last-Mile,Mid-MI Crossdock,2025-09-18,2025-09-22,4,No,No,11.06,3251.64,0.0,R710,W02,288,64,0,2025-09-11
200488,2024-07-17,1003,Great Lakes Fasteners,SKU0019,Central MI,230,162,68,41.98%,North Fork Logistics,Lakeside Warehousing,2024-07-25,2024-07-25,0,Yes,No,12.67,2052.54,0.0,R980,W01,333,131,0,2024-07-20
200489,2024-09-04,1001,Delta Plastics,SKU0006,Central MI,50,56,6,10.71%,Superior Haulage,Lakeside Warehousing,2024-09-08,2024-09-08,0,Yes,No,7.16,400.96,0.0,R641,W01,57,186,0,2024-09-05
200490,2025-06-23,1014,Precision Plastics West,SKU0066,Central MI,66,61,5,8.2%,North Fork Logistics,Lakeside Warehousing,2025-07-03,2025-07-03,0,Yes,No,9.83,599.63,0.0,R141,W01,277,132,0,2025-06-26
200491,2024-10-19,1013,PolyTech Midwest,SKU0055,Central MI,47,44,3,6.82%,North Fork Logistics,Downtown Storage Co.,2024-10-30,2024-10-30,0,Yes,No,12.78,562.32,0.0,R160,W03,331,145,0,2024-10-22
200492,2024-09-29,1014,Precision Plastics West,SKU0065,Central MI,45,35,10,28.57%,Superior Haulage,Lakeside Warehousing,2024-10-08,2024-10-08,0,Yes,No,15.85,554.75,0.0,R835,W01,364,121,0,2024-09-30
200493,2025-05-17,1003,Great Lakes Fasteners,SKU0018,SE MI,50,47,3,6.38%,North Fork Logistics,Mid-MI Crossdock,2025-05-24,2025-05-24,0,Yes,No,16.24,763.28,0.0,R321,W02,227,101,0,2025-05-20
200494,2023-02-02,1014,Precision Plastics West,SKU0065,SE MI,459,337,122,36.2%,Superior Haulage,Lakeside Warehousing,2023-02-09,2023-02-11,2,No,Yes,16.71,5631.27,126.41,R518,W01,231,22,1,2023-02-16
200495,2025-03-06,1001,Delta Plastics,SKU0003,SE MI,175,170,5,2.94%,QuickRoute Carriers,Lakeside Warehousing,2025-03-15,2025-03-15,0,Yes,No,18.23,3099.1,0.0,R474,W01,167,105,0,2025-03-07
200496,2025-05-30,1004,TriCounty Components,SKU0030,SE MI,7,11,4,36.36%,Superior Haulage,Mid-MI Crossdock,2025-06-06,2025-06-06,0,Yes,No,21.84,240.24,0.0,R894,W02,255,91,0,2025-06-13
200497,2024-03-24,1002,Midland Moldings,SKU0011,Central MI,131,117,14,11.97%,QuickRoute Carriers,Mid-MI Crossdock,2024-03-31,2024-03-31,0,Yes,No,11.13,1302.21,0.0,R233,W02,539,133,0,2024-03-31
200498,2024-06-03,1001,Delta Plastics,SKU0004,SE MI,162,168,6,3.57%,QuickRoute Carriers,Downtown Storage Co.,2024-06-09,2024-06-09,0,Yes,No,14.58,2449.44,0.0,R372,W03,289,155,0,2024-06-17
200499,2024-09-21,1001,Delta Plastics,SKU0006,Central MI,225,209,16,7.66%,Superior Haulage,Downtown Storage Co.,2024-10-01,2024-10-01,0,Yes,No,14.46,3022.14,0.0,R823,W03,14,127,1,2024-09-24
200500,2024-02-18,1003,Great Lakes Fasteners,SKU0018,West MI,295,334,39,11.68%,Mitten Last-Mile,Downtown Storage Co.,2024-02-24,2024-02-24,0,Yes,No,16.07,5367.38,0.0,R805,W03,92,86,1,2024-03-03
200501,2025-09-09,1012,AutoSeal Gaskets,SKU0047,SE MI,448,309,139,44.98%,QuickRoute Carriers,Lakeside Warehousing,2025-09-23,2025-09-23,0,Yes,No,12.32,3806.88,0.0,R770,W01,137,162,1,2025-09-23
200502,2025-06-22,1002,Midland Moldings,SKU0014,SE MI,334,242,92,38.02%,Mitten Last-Mile,Mid-MI Crossdock,2025-07-03,2025-07-03,0,Yes,No,10.05,2432.1,0.0,R132,W02,221,116,0,2025-06-23
200503,2025-09-10,1013,PolyTech Midwest,SKU0049,Central MI,75,101,26,25.74%,Superior Haulage,Downtown Storage Co.,2025-09-14,2025-09-14,0,Yes,No,17.17,1734.17,0.0,R114,W03,296,41,0,2025-09-17
200504,2023-04-05,1014,Precision Plastics West,SKU0058,Northern MI,299,230,69,30.0%,North Fork Logistics,Downtown Storage Co.,2023-04-08,2023-04-08,0,Yes,No,13.4,3082.0,0.0,R811,W03,217,149,0,2023-04-12
200505,2025-08-29,1001,Delta Plastics,SKU0007,Northern MI,303,299,4,1.34%,Mitten Last-Mile,Downtown Storage Co.,2025-09-09,2025-09-09,0,Yes,No,15.17,4535.83,0.0,R395,W03,361,209,0,2025-09-01
200506,2025-01-13,1001,Delta Plastics,SKU0003,SE MI,366,340,26,7.65%,Mitten Last-Mile,Downtown Storage Co.,2025-01-18,2025-01-18,0,Yes,No,13.88,4719.2,0.0,R803,W03,386,90,0,2025-01-16
200507,2025-01-01,1005,Riverbend Metals,SKU0032,Central MI,414,329,85,25.84%,Superior Haulage,Mid-MI Crossdock,2025-01-14,2025-01-15,1,No,No,18.27,6010.83,0.0,R344,W02,106,48,1,2025-01-08
200508,2025-07-16,1014,Precision Plastics West,SKU0063,SE MI,142,140,2,1.43%,Superior Haulage,Lakeside Warehousing,2025-07-19,2025-07-19,0,Yes,No,19.0,2660.0,0.0,R652,W01,253,179,0,2025-07-17
200509,2024-09-11,1005,Riverbend Metals,SKU0034,Central MI,111,89,22,24.72%,QuickRoute Carriers,Lakeside Warehousing,2024-09-25,2024-09-25,0,Yes,No,13.67,1216.63,0.0,R644,W01,496,44,0,2024-09-12
200510,2024-02-06,1001,Delta Plastics,SKU0001,Central MI,399,418,19,4.55%,QuickRoute Carriers,Downtown Storage Co.,2024-02-18,2024-02-18,0,Yes,No,16.57,6926.26,0.0,R405,W03,427,164,0,2024-02-13
200511,2023-03-02,1014,Precision Plastics West,SKU0059,West MI,447,324,123,37.96%,North Fork Logistics,Lakeside Warehousing,2023-03-09,2023-03-09,0,Yes,No,14.17,4591.08,0.0,R157,W01,174,140,1,2023-03-09
200512,2024-02-09,1001,Delta Plastics,SKU0009,SE MI,454,444,10,2.25%,North Fork Logistics,Downtown Storage Co.,2024-02-17,2024-02-17,0,Yes,No,19.25,8547.0,0.0,R452,W03,415,70,0,2024-02-12
200513,2024-02-20,1014,Precision Plastics West,SKU0065,Central MI,296,224,72,32.14%,Superior Haulage,Lakeside Warehousing,2024-03-02,2024-03-02,0,Yes,No,10.84,2428.16,0.0,R304,W01,186,160,0,2024-02-23
200514,2024-03-20,1002,Midland Moldings,SKU0012,West MI,42,31,11,35.48%,North Fork Logistics,Downtown Storage Co.,2024-03-28,2024-03-29,1,No,No,19.31,598.61,0.0,R345,W03,472,48,0,2024-03-23
200515,2024-12-27,1001,Delta Plastics,SKU0009,Northern MI,367,343,24,7.0%,North Fork Logistics,Lakeside Warehousing,2025-01-02,2025-01-02,0,Yes,No,15.11,5182.73,0.0,R775,W01,207,77,1,2024-12-28
200516,2025-04-01,1014,Precision Plastics West,SKU0061,SE MI,162,166,4,2.41%,North Fork Logistics,Downtown Storage Co.,2025-04-11,2025-04-11,0,Yes,No,10.9,1809.4,0.0,R447,W03,104,179,0,2025-04-04
200517,2024-10-07,1005,Riverbend Metals,SKU0033,Northern MI,286,289,3,1.04%,Mitten Last-Mile,Downtown Storage Co.,2024-10-14,2024-10-14,0,Yes,No,19.02,5496.78,0.0,R890,W03,594,56,0,2024-10-08
200518,2023-11-21,1002,Midland Moldings,SKU0010,Northern MI,120,108,12,11.11%,Superior Haulage,Lakeside Warehousing,2023-12-03,2023-12-03,0,Yes,No,17.72,1913.76,0.0,R152,W01,296,57,0,2023-11-22
200519,2025-03-23,1005,Riverbend Metals,SKU0034,SE MI,296,252,44,17.46%,Superior Haulage,Downtown Storage Co.,2025-04-05,2025-04-06,1,No,Yes,13.09,3298.68,504.98,R377,W03,170,133,0,2025-03-26
200520,2025-07-13,1005,Riverbend Metals,SKU0031,SE MI,256,184,72,39.13%,Superior Haulage,Downtown Storage Co.,2025-07-21,2025-07-21,0,Yes,No,13.07,2404.88,0.0,R620,W03,73,106,1,2025-07-20
200521,2025-01-23,1004,TriCounty Components,SKU0027,Northern MI,118,94,24,25.53%,Mitten Last-Mile,Downtown Storage Co.,2025-01-26,2025-01-26,0,Yes,No,20.3,1908.2,0.0,R679,W03,343,173,0,2025-01-24
200522,2023-08-20,1004,TriCounty Components,SKU0030,Northern MI,341,335,6,1.79%,Superior Haulage,Mid-MI Crossdock,2023-08-28,2023-08-28,0,Yes,No,12.94,4334.9,0.0,R676,W02,120,77,1,2023-09-03
200523,2023-08-31,1014,Precision Plastics West,SKU0059,SE MI,318,252,66,26.19%,QuickRoute Carriers,Downtown Storage Co.,2023-09-03,2023-09-03,0,Yes,No,16.26,4097.52,0.0,R652,W03,255,110,0,2023-09-07
200524,2024-01-03,1014,Precision Plastics West,SKU0064,Central MI,263,210,53,25.24%,North Fork Logistics,Mid-MI Crossdock,2024-01-12,2024-01-12,0,Yes,No,12.18,2557.8,0.0,R892,W02,436,107,0,2024-01-04
200525,2025-02-28,1013,PolyTech Midwest,SKU0049,Central MI,269,298,29,9.73%,Mitten Last-Mile,Lakeside Warehousing,2025-03-09,2025-03-09,0,Yes,No,17.8,5304.4,0.0,R341,W01,80,99,1,2025-03-03
200526,2023-02-07,1002,Midland Moldings,SKU0010,West MI,187,195,8,4.1%,Superior Haulage,Lakeside Warehousing,2023-02-14,2023-02-14,0,Yes,No,12.89,2513.55,0.0,R568,W01,589,131,0,2023-02-14
200527,2025-07-22,1014,Precision Plastics West,SKU0062,SE MI,334,215,119,55.35%,North Fork Logistics,Lakeside Warehousing,2025-07-30,2025-07-30,0,Yes,No,21.19,4555.85,0.0,R300,W01,258,24,0,2025-07-25
200528,2023-03-16,1005,Riverbend Metals,SKU0037,Northern MI,42,34,8,23.53%,North Fork Logistics,Mid-MI Crossdock,2023-03-19,2023-03-19,0,Yes,No,17.66,600.44,0.0,R278,W02,414,168,0,2023-03-19
200529,2025-06-24,1001,Delta Plastics,SKU0006,Northern MI,77,91,14,15.38%,Mitten Last-Mile,Downtown Storage Co.,2025-06-27,2025-06-27,0,Yes,No,12.61,1147.51,0.0,R582,W03,181,239,0,2025-07-01
200530,2025-08-17,1004,TriCounty Components,SKU0026,Central MI,199,226,27,11.95%,North Fork Logistics,Mid-MI Crossdock,2025-08-26,2025-08-27,1,No,No,11.35,2565.1,0.0,R246,W02,31,34,1,2025-08-18
200531,2025-03-14,1002,Midland Moldings,SKU0010,SE MI,118,127,9,7.09%,QuickRoute Carriers,Lakeside Warehousing,2025-03-22,2025-03-23,1,No,No,13.57,1723.39,0.0,R289,W01,313,93,0,2025-03-28
200532,2025-04-06,1003,Great Lakes Fasteners,SKU0019,Northern MI,81,124,43,34.68%,QuickRoute Carriers,Mid-MI Crossdock,2025-04-16,2025-04-19,3,No,No,11.06,1371.44,0.0,R200,W02,74,89,0,2025-04-20
200533,2023-03-21,1012,AutoSeal Gaskets,SKU0043,West MI,79,74,5,6.76%,Superior Haulage,Mid-MI Crossdock,2023-03-27,2023-03-27,0,Yes,No,14.37,1063.38,0.0,R816,W02,260,101,0,2023-03-28
200534,2024-01-29,1005,Riverbend Metals,SKU0033,West MI,57,111,54,48.65%,North Fork Logistics,Lakeside Warehousing,2024-02-03,2024-02-03,0,Yes,No,13.91,1544.01,0.0,R127,W01,298,97,0,2024-01-30
200535,2023-01-19,1005,Riverbend Metals,SKU0039,West MI,198,144,54,37.5%,North Fork Logistics,Lakeside Warehousing,2023-01-26,2023-01-26,0,Yes,No,13.05,1879.2,0.0,R170,W01,401,22,0,2023-01-26
200536,2024-03-04,1003,Great Lakes Fasteners,SKU0018,Central MI,253,211,42,19.91%,Superior Haulage,Lakeside Warehousing,2024-03-09,2024-03-09,0,Yes,No,7.07,1491.77,0.0,R965,W01,56,53,1,2024-03-07
200537,2024-06-21,1001,Delta Plastics,SKU0002,SE MI,79,74,5,6.76%,Mitten Last-Mile,Downtown Storage Co.,2024-06-30,2024-06-30,0,Yes,No,17.53,1297.22,0.0,R447,W03,486,180,0,2024-07-05
200538,2024-01-07,1014,Precision Plastics West,SKU0062,SE MI,339,349,10,2.87%,Superior Haulage,Lakeside Warehousing,2024-01-16,2024-01-16,0,Yes,No,11.78,4111.22,0.0,R631,W01,24,32,1,2024-01-08
200539,2025-08-07,1001,Delta Plastics,SKU0008,Central MI,507,479,28,5.85%,QuickRoute Carriers,Downtown Storage Co.,2025-08-11,2025-08-11,0,Yes,No,19.1,9148.9,0.0,R881,W03,351,126,0,2025-08-14
200540,2025-09-09,1014,Precision Plastics West,SKU0063,SE MI,316,376,60,15.96%,Superior Haulage,Lakeside Warehousing,2025-09-18,2025-09-18,0,Yes,No,12.28,4617.28,0.0,R313,W01,419,66,0,2025-09-10
200541,2025-09-07,1005,Riverbend Metals,SKU0035,SE MI,191,215,24,11.16%,North Fork Logistics,Downtown Storage Co.,2025-09-11,2025-09-11,0,Yes,No,15.81,3399.15,0.0,R447,W03,313,86,0,2025-09-08
200542,2025-05-11,1002,Midland Moldings,SKU0013,Central MI,528,474,54,11.39%,North Fork Logistics,Downtown Storage Co.,2025-05-23,2025-05-24,1,No,Yes,13.2,6256.8,562.17,R247,W03,208,57,1,2025-05-14
200543,2025-08-24,1004,TriCounty Components,SKU0028,West MI,165,144,21,14.58%,Superior Haulage,Lakeside Warehousing,2025-08-28,2025-08-28,0,Yes,No,14.83,2135.52,0.0,R778,W01,105,32,1,2025-09-07
200544,2023-11-24,1014,Precision Plastics West,SKU0063,Central MI,154,119,35,29.41%,QuickRoute Carriers,Downtown Storage Co.,2023-12-03,2023-12-03,0,Yes,No,16.63,1978.97,0.0,R202,W03,477,98,0,2023-12-08
200545,2024-04-03,1005,Riverbend Metals,SKU0038,Central MI,83,97,14,14.43%,North Fork Logistics,Mid-MI Crossdock,2024-04-15,2024-04-15,0,Yes,No,18.33,1778.01,0.0,R695,W02,554,66,0,2024-04-06
200546,2025-08-17,1005,Riverbend Metals,SKU0037,SE MI,35,48,13,27.08%,QuickRoute Carriers,Mid-MI Crossdock,2025-08-31,2025-08-31,0,Yes,No,11.82,567.36,0.0,R169,W02,537,84,0,2025-08-24
200547,2025-08-31,1014,Precision Plastics West,SKU0060,Central MI,393,231,162,70.13%,North Fork Logistics,Downtown Storage Co.,2025-09-08,2025-09-08,0,Yes,No,15.41,3559.71,0.0,R174,W03,400,159,0,2025-09-01
200548,2025-09-03,1014,Precision Plastics West,SKU0060,Central MI,100,92,8,8.7%,North Fork Logistics,Mid-MI Crossdock,2025-09-10,2025-09-14,4,No,No,13.59,1250.28,0.0,R967,W02,103,80,0,2025-09-10
200549,2024-04-20,1014,Precision Plastics West,SKU0060,Central MI,408,347,61,17.58%,North Fork Logistics,Downtown Storage Co.,2024-04-29,2024-05-01,2,No,Yes,13.66,4740.02,413.54,R937,W03,0,163,1,2024-04-27
200550,2025-08-30,1003,Great Lakes Fasteners,SKU0016,SE MI,37,34,3,8.82%,Mitten Last-Mile,Mid-MI Crossdock,2025-09-10,2025-09-10,0,Yes,No,17.16,583.44,0.0,R810,W02,309,168,0,2025-09-13
200551,2025-06-02,1004,TriCounty Components,SKU0026,SE MI,66,83,17,20.48%,North Fork Logistics,Mid-MI Crossdock,2025-06-15,2025-06-17,2,No,No,11.09,920.47,0.0,R655,W02,555,79,0,2025-06-16
200552,2025-03-12,1012,AutoSeal Gaskets,SKU0040,Central MI,54,89,35,39.33%,Mitten Last-Mile,Downtown Storage Co.,2025-03-19,2025-03-21,2,No,Yes,9.62,856.18,140.86,R617,W03,282,134,0,2025-03-19
200553,2025-08-21,1002,Midland Moldings,SKU0011,Northern MI,124,98,26,26.53%,QuickRoute Carriers,Mid-MI Crossdock,2025-08-30,2025-08-30,0,Yes,No,13.0,1274.0,0.0,R645,W02,232,159,0,2025-09-04
200554,2025-06-26,1014,Precision Plastics West,SKU0061,Central MI,214,160,54,33.75%,North Fork Logistics,Downtown Storage Co.,2025-07-10,2025-07-10,0,Yes,No,15.6,2496.0,0.0,R922,W03,162,24,0,2025-06-29
200555,2023-11-05,1001,Delta Plastics,SKU0003,SE MI,160,194,34,17.53%,Superior Haulage,Lakeside Warehousing,2023-11-19,2023-11-19,0,Yes,No,18.99,3684.06,0.0,R581,W01,408,172,0,2023-11-12
200556,2024-08-03,1005,Riverbend Metals,SKU0038,West MI,174,116,58,50.0%,North Fork Logistics,Lakeside Warehousing,2024-08-14,2024-08-14,0,Yes,No,14.79,1715.64,0.0,R240,W01,437,116,0,2024-08-17
200557,2025-09-04,1014,Precision Plastics West,SKU0059,West MI,77,64,13,20.31%,QuickRoute Carriers,Lakeside Warehousing,2025-09-17,2025-09-17,0,Yes,No,10.98,702.72,0.0,R362,W01,302,87,0,2025-09-11
200558,2025-08-18,1002,Midland Moldings,SKU0010,Northern MI,175,224,49,21.88%,QuickRoute Carriers,Mid-MI Crossdock,2025-08-25,2025-08-25,0,Yes,No,15.21,3407.04,0.0,R260,W02,458,55,0,2025-09-01
200559,2025-09-12,1014,Precision Plastics West,SKU0065,Central MI,159,131,28,21.37%,North Fork Logistics,Mid-MI Crossdock,2025-09-15,2025-09-18,3,No,No,9.42,1234.02,0.0,R396,W02,396,96,0,2025-09-13
200560,2025-09-01,1014,Precision Plastics West,SKU0058,SE MI,64,71,7,9.86%,Mitten Last-Mile,Mid-MI Crossdock,2025-09-06,2025-09-06,0,Yes,No,15.7,1114.7,0.0,R342,W02,13,114,0,2025-09-04
200561,2024-08-15,1005,Riverbend Metals,SKU0035,Northern MI,76,54,22,40.74%,North Fork Logistics,Mid-MI Crossdock,2024-08-18,2024-08-18,0,Yes,No,13.33,719.82,0.0,R325,W02,270,129,0,2024-08-18
200562,2024-10-01,1013,PolyTech Midwest,SKU0050,Central MI,525,398,127,31.91%,Mitten Last-Mile,Lakeside Warehousing,2024-10-07,2024-10-07,0,Yes,No,15.35,6109.3,0.0,R430,W01,59,128,1,2024-10-04
200563,2023-10-16,1004,TriCounty Components,SKU0027,SE MI,352,311,41,13.18%,North Fork Logistics,Mid-MI Crossdock,2023-10-19,2023-10-19,0,Yes,No,16.53,5140.83,0.0,R952,W02,360,102,0,2023-10-19
200564,2025-09-09,1004,TriCounty Components,SKU0027,SE MI,293,262,31,11.83%,Mitten Last-Mile,Lakeside Warehousing,2025-09-20,2025-09-20,0,Yes,No,16.42,4302.04,0.0,R545,W01,426,65,0,2025-09-10
200565,2024-08-20,1002,Midland Moldings,SKU0010,SE MI,269,220,49,22.27%,QuickRoute Carriers,Lakeside Warehousing,2024-08-23,2024-08-23,0,Yes,No,20.56,4523.2,0.0,R710,W01,571,165,0,2024-08-23
200566,2025-02-12,1002,Midland Moldings,SKU0012,SE MI,161,119,42,35.29%,QuickRoute Carriers,Mid-MI Crossdock,2025-02-24,2025-02-24,0,Yes,No,12.55,1493.45,0.0,R896,W02,62,52,1,2025-02-19
200567,2025-07-29,1003,Great Lakes Fasteners,SKU0019,SE MI,200,147,53,36.05%,Superior Haulage,Downtown Storage Co.,2025-08-01,2025-08-01,0,Yes,No,12.91,1897.77,0.0,R682,W03,475,44,0,2025-08-01
200568,2024-09-21,1005,Riverbend Metals,SKU0034,West MI,37,36,1,2.78%,North Fork Logistics,Lakeside Warehousing,2024-09-26,2024-09-26,0,Yes,No,15.42,555.12,0.0,R578,W01,561,178,0,2024-09-22
200569,2023-12-09,1012,AutoSeal Gaskets,SKU0047,Central MI,311,315,4,1.27%,Superior Haulage,Lakeside Warehousing,2023-12-23,2023-12-23,0,Yes,No,12.62,3975.3,0.0,R827,W01,113,167,1,2023-12-23
200570,2023-11-10,1003,Great Lakes Fasteners,SKU0017,Northern MI,50,66,16,24.24%,Mitten Last-Mile,Lakeside Warehousing,2023-11-16,2023-11-16,0,Yes,No,8.96,591.36,0.0,R187,W01,511,140,0,2023-11-11
200571,2023-06-03,1014,Precision Plastics West,SKU0066,Central MI,367,252,115,45.63%,North Fork Logistics,Lakeside Warehousing,2023-06-15,2023-06-16,1,No,No,14.06,3543.12,0.0,R632,W01,249,40,0,2023-06-17
200572,2025-09-01,1005,Riverbend Metals,SKU0036,Central MI,142,130,12,9.23%,Mitten Last-Mile,Downtown Storage Co.,2025-09-04,2025-09-04,0,Yes,No,12.69,1649.7,0.0,R866,W03,152,42,0,2025-09-04
200573,2024-02-20,1002,Midland Moldings,SKU0015,Northern MI,102,102,0,0.0%,Superior Haulage,Downtown Storage Co.,2024-02-28,2024-02-28,0,Yes,No,15.87,1618.74,0.0,R444,W03,243,140,0,2024-03-05
200574,2025-07-14,1012,AutoSeal Gaskets,SKU0047,West MI,416,413,3,0.73%,Mitten Last-Mile,Mid-MI Crossdock,2025-07-18,2025-07-18,0,Yes,No,17.03,7033.39,0.0,R462,W02,429,137,0,2025-07-28
200575,2024-10-20,1004,TriCounty Components,SKU0030,SE MI,271,311,40,12.86%,Mitten Last-Mile,Downtown Storage Co.,2024-11-03,2024-11-03,0,Yes,No,19.29,5999.19,0.0,R821,W03,565,160,0,2024-11-03
200576,2025-03-28,1014,Precision Plastics West,SKU0064,West MI,126,93,33,35.48%,QuickRoute Carriers,Mid-MI Crossdock,2025-04-06,2025-04-06,0,Yes,No,20.58,1913.94,0.0,R434,W02,8,113,0,2025-04-04
200577,2024-06-02,1014,Precision Plastics West,SKU0063,West MI,43,38,5,13.16%,Superior Haulage,Downtown Storage Co.,2024-06-05,2024-06-05,0,Yes,No,14.96,568.48,0.0,R788,W03,462,134,0,2024-06-16
200578,2025-08-29,1013,PolyTech Midwest,SKU0051,Northern MI,0,0,0,0.0%,Mitten Last-Mile,Lakeside Warehousing,2025-09-01,2025-09-01,0,Yes,No,12.76,0.0,0.0,R809,W01,5,173,0,2025-09-01
